W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,O(1),,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,S,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,,,,,,,,,,,W,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
